brand,model,year,price_inr,horsepower,mileage,fuel_type,transmission,top_speed,resale_value,owner_type,notes
BMW,X7,2011,10593723,416,8.4,Hybrid,Manual,297,7170000.0,Third Owner,Well maintained
BMW,X7,2016,14618648,277,13.7,Petrol,Automatic,288,6710000.0,First Owner,Imported
BMW,X7,2020,13250940,362,11.0,Petrol,Manual,283,6520000.0,Third Owner,
BMW,X7,2011,13954585,434,12.8,Diesel,Manual,261,8270000.0,Third Owner,Single owner
BMW,X7,2021,14826393,399,12.1,Petrol,Manual,245,7040000.0,Second Owner,Well maintained
BMW,X7,2014,14569023,373,10.7,Hybrid,Automatic,309,7920000.0,First Owner,Well maintained
BMW,X7,2017,14657518,437,9.4,Hybrid,Manual,236,8590000.0,Second Owner,Imported
BMW,X7,2012,11780787,261,8.8,Hybrid,Manual,300,4790000.0,Third Owner,Imported
BMW,X7,2019,10579156,360,13.0,Petrol,Manual,303,4410000.0,Third Owner,Single owner
BMW,X7,2012,11672997,418,12.7,Hybrid,Manual,319,6540000.0,Third Owner,Well maintained
BMW,X7,2019,13578786,321,10.6,Hybrid,Manual,309,7270000.0,Second Owner,Well maintained
BMW,X7,2022,14667062,427,10.6,Hybrid,Automatic,280,7200000.0,Second Owner,Luxury edition
BMW,X7,2023,8671556,303,11.7,Hybrid,Manual,287,5480000.0,Third Owner,
BMW,X7,2010,10091843,343,9.5,Petrol,Manual,292,5190000.0,Second Owner,Well maintained
BMW,X7,2021,10741712,363,8.7,Hybrid,Manual,264,5090000.0,First Owner,Imported
BMW,X7,2012,9106338,289,9.9,Diesel,Automatic,246,5020000.0,Third Owner,Well maintained
BMW,X7,2021,11723737,250,12.0,Hybrid,Automatic,323,7830000.0,Third Owner,Imported
BMW,X7,2020,8950910,273,11.7,Diesel,Manual,246,5860000.0,First Owner,Well maintained
BMW,X7,2012,14286452,334,12.2,Petrol,Automatic,250,6340000.0,Second Owner,
BMW,X7,2011,10098972,412,8.2,Diesel,Automatic,241,5560000.0,First Owner,Luxury edition
BMW,X7,2016,11893250,336,13.4,Hybrid,Automatic,222,7040000.0,Third Owner,
BMW,X7,2012,12681951,365,12.7,Petrol,Manual,241,8400000.0,Second Owner,Single owner
BMW,X7,2012,13356852,434,11.9,Diesel,Manual,302,6550000.0,Second Owner,Single owner
BMW,X7,2019,8785442,298,8.8,Hybrid,Automatic,292,4100000.0,First Owner,
BMW,X7,2010,12502702,437,13.8,Hybrid,Automatic,267,5830000.0,First Owner,Single owner
BMW,X7,2014,10616175,412,11.3,Hybrid,Manual,326,7190000.0,Third Owner,Luxury edition
BMW,X7,2015,13322577,386,13.2,Hybrid,Manual,280,7200000.0,Third Owner,Well maintained
BMW,X7,2023,13328291,392,13.8,Hybrid,Manual,327,6300000.0,First Owner,Luxury edition
BMW,X7,2019,12410527,390,11.0,Diesel,Manual,295,5640000.0,Second Owner,Imported
BMW,X7,2015,11470797,318,9.1,Petrol,Manual,286,6210000.0,First Owner,Single owner
BMW,X7,2011,13182363,413,8.7,Hybrid,Manual,253,7720000.0,First Owner,Imported
BMW,X7,2019,11501607,442,10.0,Hybrid,Automatic,329,7540000.0,First Owner,Imported
BMW,X7,2021,8172999,379,8.7,Petrol,Automatic,300,4200000.0,Second Owner,Single owner
BMW,X7,2012,12871171,327,12.2,Petrol,Manual,321,8210000.0,Third Owner,Well maintained
BMW,X7,2010,13784958,299,10.2,Hybrid,Manual,267,7390000.0,First Owner,Single owner
BMW,X7,2017,9688625,441,12.7,Petrol,Automatic,276,5630000.0,Second Owner,Imported
BMW,X7,2014,13772999,389,12.7,Diesel,Automatic,222,7550000.0,Second Owner,Imported
BMW,X7,2012,10350838,386,11.6,Hybrid,Manual,221,5140000.0,Second Owner,Single owner
BMW,X7,2020,13959528,285,11.4,Diesel,Automatic,243,9630000.0,Third Owner,
BMW,X7,2015,11146864,293,11.6,Petrol,Manual,252,6780000.0,Third Owner,Well maintained
BMW,X7,2012,10541417,380,8.5,Diesel,Automatic,310,4960000.0,Second Owner,
BMW,X7,2015,9432614,280,11.3,Diesel,Manual,240,4870000.0,Second Owner,
BMW,X7,2019,14440455,444,11.2,Petrol,Automatic,320,7430000.0,Second Owner,Single owner
BMW,X7,2011,8544965,385,9.8,Hybrid,Manual,293,4270000.0,First Owner,
BMW,X7,2021,13296180,306,12.5,Diesel,Manual,262,6680000.0,Second Owner,
BMW,X7,2011,14133947,361,11.3,Petrol,Manual,252,6320000.0,First Owner,
BMW,X7,2022,9130542,259,11.8,Hybrid,Automatic,291,4880000.0,Second Owner,Single owner
BMW,X7,2012,9642833,386,8.3,Diesel,Manual,273,4560000.0,Third Owner,Well maintained
BMW,X7,2017,10583156,368,9.5,Diesel,Automatic,238,6630000.0,Second Owner,
BMW,X7,2017,8755581,356,10.0,Hybrid,Manual,314,5850000.0,Second Owner,
BMW,X7,2018,9287376,305,10.7,Hybrid,Manual,307,3840000.0,Third Owner,Well maintained
BMW,X7,2020,13395142,315,9.8,Hybrid,Manual,256,6370000.0,First Owner,Well maintained
BMW,X7,2012,10643701,413,9.8,Petrol,Automatic,238,6550000.0,Third Owner,Imported
BMW,X7,2021,13137471,434,13.2,Diesel,Automatic,274,7710000.0,Second Owner,Luxury edition
BMW,X7,2013,14408489,443,8.2,Hybrid,Automatic,299,9290000.0,Third Owner,Luxury edition
BMW,X7,2016,8682116,388,12.4,Diesel,Manual,247,4160000.0,Second Owner,Luxury edition
BMW,X7,2023,10278652,393,8.8,Hybrid,Manual,299,5860000.0,First Owner,
BMW,X7,2012,13328544,271,8.5,Diesel,Manual,235,6380000.0,Third Owner,Luxury edition
BMW,X7,2020,10780183,302,10.6,Hybrid,Manual,263,6000000.0,Second Owner,Imported
BMW,X7,2013,14641033,380,11.9,Hybrid,Automatic,236,6030000.0,First Owner,Luxury edition
BMW,X7,2014,10449120,282,11.3,Hybrid,Automatic,222,5830000.0,First Owner,Single owner
BMW,X7,2022,12505325,361,10.0,Hybrid,Manual,304,6950000.0,Third Owner,Luxury edition
BMW,X7,2023,8089942,407,9.5,Hybrid,Automatic,314,3600000.0,Third Owner,Luxury edition
BMW,X7,2010,10279868,419,10.9,Diesel,Manual,271,4900000.0,Second Owner,Well maintained
BMW,X7,2021,12766691,419,12.1,Diesel,Manual,288,6970000.0,Second Owner,Luxury edition
BMW,X7,2020,9134281,363,11.9,Hybrid,Automatic,243,5620000.0,First Owner,Well maintained
BMW,X7,2022,13697838,341,10.6,Diesel,Manual,226,8130000.0,First Owner,
BMW,X7,2023,9115398,333,10.1,Diesel,Manual,304,5460000.0,Second Owner,Well maintained
BMW,X7,2019,8706390,372,11.9,Petrol,Automatic,274,5930000.0,Third Owner,Single owner
BMW,X7,2012,13326317,394,10.9,Hybrid,Automatic,222,5590000.0,Third Owner,Luxury edition
BMW,X7,2015,14912273,339,11.2,Diesel,Automatic,269,5970000.0,Third Owner,Luxury edition
BMW,X7,2019,10072856,437,9.2,Diesel,Automatic,291,6350000.0,Second Owner,
BMW,X7,2011,8458129,423,10.0,Petrol,Manual,264,4880000.0,Third Owner,Luxury edition
BMW,X7,2022,11766209,303,13.2,Petrol,Manual,293,6160000.0,Second Owner,
BMW,X7,2018,9267171,315,8.0,Hybrid,Automatic,261,6460000.0,Second Owner,Well maintained
BMW,X7,2017,14475666,264,12.5,Petrol,Automatic,302,9120000.0,Third Owner,Single owner
BMW,X7,2020,8472961,441,10.0,Diesel,Automatic,265,3830000.0,Second Owner,Well maintained
BMW,X7,2013,10109192,371,9.5,Diesel,Automatic,255,5210000.0,Second Owner,Well maintained
BMW,X7,2010,10880498,410,11.6,Petrol,Automatic,280,5080000.0,Third Owner,Imported
BMW,X7,2020,8014299,436,13.2,Hybrid,Manual,241,3220000.0,First Owner,Well maintained
BMW,X7,2019,9693944,372,8.2,Petrol,Automatic,314,6660000.0,Second Owner,Luxury edition
BMW,X7,2013,14171867,420,8.2,Hybrid,Manual,224,8250000.0,Third Owner,
BMW,X7,2019,8585889,346,13.8,Diesel,Manual,242,5340000.0,First Owner,
BMW,X7,2017,11248784,345,9.8,Diesel,Manual,263,5330000.0,Second Owner,Luxury edition
BMW,X7,2020,9431085,327,13.0,Petrol,Manual,259,5950000.0,First Owner,Single owner
BMW,X7,2013,11289476,332,9.9,Petrol,Manual,299,7010000.0,Second Owner,Luxury edition
BMW,X7,2018,14850974,357,8.3,Diesel,Automatic,294,9890000.0,Third Owner,Single owner
BMW,X7,2010,9491118,319,10.3,Petrol,Automatic,319,5170000.0,First Owner,Luxury edition
BMW,X7,2010,10364615,404,13.0,Diesel,Manual,232,6210000.0,Second Owner,Single owner
BMW,X7,2020,8706299,339,8.8,Petrol,Manual,222,3800000.0,First Owner,Well maintained
BMW,X7,2010,9163828,363,11.7,Diesel,Manual,316,5000000.0,Second Owner,Well maintained
BMW,X7,2018,11142616,389,13.9,Hybrid,Automatic,312,7720000.0,First Owner,Well maintained
BMW,X7,2013,10027118,318,8.7,Petrol,Manual,241,5120000.0,Third Owner,Well maintained
BMW,X7,2018,11160092,364,11.3,Petrol,Automatic,227,7100000.0,Second Owner,Well maintained
BMW,X7,2019,8447540,299,10.9,Diesel,Manual,259,5130000.0,First Owner,Well maintained
BMW,X7,2019,12431172,284,13.3,Petrol,Manual,318,6900000.0,Third Owner,Single owner
BMW,X7,2010,11265321,398,12.2,Petrol,Automatic,290,5410000.0,Second Owner,
BMW,X7,2011,9694625,412,13.3,Petrol,Automatic,247,5270000.0,First Owner,
BMW,X7,2012,12891837,419,13.5,Diesel,Manual,302,6840000.0,Third Owner,
BMW,X7,2023,11648931,251,9.7,Hybrid,Manual,317,6260000.0,Second Owner,
BMW,X7,2012,13189943,312,8.1,Hybrid,Manual,300,7780000.0,First Owner,Luxury edition
BMW,X7,2014,11854586,406,11.3,Diesel,Manual,281,6560000.0,First Owner,Well maintained
BMW,X7,2018,9754266,342,8.6,Petrol,Manual,278,6310000.0,Second Owner,
BMW,X7,2014,9541702,401,10.7,Diesel,Manual,289,3920000.0,Third Owner,Luxury edition
BMW,X7,2014,11374358,395,8.9,Diesel,Manual,287,5630000.0,Third Owner,
BMW,X7,2017,10375040,287,13.7,Diesel,Manual,291,4950000.0,Second Owner,
BMW,X7,2010,8995218,282,13.0,Diesel,Manual,322,6260000.0,Second Owner,Well maintained
BMW,X7,2012,14505179,341,8.1,Diesel,Manual,225,9060000.0,Third Owner,
BMW,X7,2018,8302182,392,12.8,Hybrid,Manual,290,4940000.0,First Owner,Luxury edition
BMW,X7,2015,12887068,399,13.4,Hybrid,Automatic,314,5610000.0,Second Owner,Imported
BMW,X7,2014,14045628,371,12.7,Petrol,Manual,288,6240000.0,First Owner,Imported
BMW,X7,2012,11721998,271,10.5,Petrol,Manual,286,6200000.0,First Owner,Single owner
BMW,X7,2019,11829141,286,8.2,Petrol,Manual,222,5520000.0,Third Owner,Well maintained
BMW,X7,2022,9699813,395,12.1,Petrol,Manual,265,4880000.0,Second Owner,Luxury edition
BMW,X7,2016,12803052,356,10.4,Hybrid,Automatic,303,8690000.0,Third Owner,Luxury edition
BMW,X7,2014,12190125,368,8.4,Diesel,Manual,268,6450000.0,Second Owner,Well maintained
BMW,X7,2019,14411060,317,10.9,Petrol,Manual,292,5870000.0,First Owner,Well maintained
BMW,X7,2010,9545615,434,12.2,Diesel,Automatic,284,6090000.0,Second Owner,Well maintained
BMW,X7,2020,8534668,273,12.0,Petrol,Manual,324,4250000.0,First Owner,Luxury edition
BMW,X7,2016,11600795,314,10.7,Petrol,Automatic,221,5410000.0,Third Owner,Luxury edition
BMW,X7,2020,10254702,267,13.8,Hybrid,Manual,302,7050000.0,Second Owner,Single owner
BMW,X7,2023,10441190,347,10.0,Diesel,Manual,316,7060000.0,First Owner,
BMW,X7,2015,8453326,307,11.2,Petrol,Manual,254,5710000.0,Third Owner,
BMW,X7,2020,12000359,420,12.6,Hybrid,Automatic,305,7430000.0,First Owner,
Rolls-Royce,Ghost,2012,69144738,599,6.1,Diesel,Automatic,274,35910000.0,Second Owner,Imported
Rolls-Royce,Ghost,2011,70931701,615,8.6,Hybrid,Manual,239,48440000.0,Second Owner,Imported
Rolls-Royce,Ghost,2017,67698882,540,8.4,Petrol,Automatic,257,40610000.0,Third Owner,
Rolls-Royce,Ghost,2019,33664252,646,6.8,Hybrid,Manual,227,21930000.0,First Owner,
Rolls-Royce,Ghost,2015,71440476,558,8.2,Hybrid,Automatic,296,48990000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2023,42280980,595,8.2,Petrol,Manual,311,29540000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2019,36283616,563,6.9,Diesel,Manual,309,19370000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2015,55138730,616,6.8,Hybrid,Manual,297,35340000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2016,68514154,511,6.8,Hybrid,Automatic,321,32160000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2014,72306969,535,7.7,Hybrid,Automatic,308,43740000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2017,69172800,532,7.8,Diesel,Manual,277,44160000.0,First Owner,Single owner
Rolls-Royce,Ghost,2020,61964283,586,7.6,Hybrid,Automatic,233,36490000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2016,58257639,582,6.8,Hybrid,Automatic,311,29610000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2018,68048893,519,8.1,Diesel,Manual,298,32880000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2019,49343863,644,8.0,Petrol,Automatic,295,25450000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2017,27159879,550,7.3,Diesel,Manual,326,14980000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2015,42243289,571,8.1,Diesel,Manual,280,26270000.0,Second Owner,
Rolls-Royce,Ghost,2012,53793024,596,7.9,Petrol,Automatic,249,23320000.0,Third Owner,Imported
Rolls-Royce,Ghost,2019,36745085,614,7.7,Hybrid,Automatic,263,15630000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2016,42245871,500,6.7,Petrol,Manual,245,19690000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2012,30939682,626,7.7,Diesel,Automatic,272,12460000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2010,41962351,549,6.1,Petrol,Automatic,287,22840000.0,Third Owner,Imported
Rolls-Royce,Ghost,2021,54883621,644,8.9,Hybrid,Automatic,328,29190000.0,First Owner,Imported
Rolls-Royce,Ghost,2012,77647911,638,7.5,Diesel,Automatic,316,44840000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2011,43797671,562,6.4,Petrol,Automatic,231,25990000.0,Third Owner,Imported
Rolls-Royce,Ghost,2012,63926507,636,8.8,Diesel,Manual,297,38830000.0,Third Owner,
Rolls-Royce,Ghost,2012,75359835,592,9.0,Petrol,Manual,242,45490000.0,First Owner,Single owner
Rolls-Royce,Ghost,2020,29227237,511,6.2,Petrol,Automatic,228,19120000.0,Second Owner,Imported
Rolls-Royce,Ghost,2012,51138378,545,6.5,Petrol,Manual,236,27570000.0,First Owner,
Rolls-Royce,Ghost,2015,33674439,589,6.4,Diesel,Automatic,238,14780000.0,First Owner,
Rolls-Royce,Ghost,2020,26503398,593,6.8,Hybrid,Automatic,328,17370000.0,First Owner,Imported
Rolls-Royce,Ghost,2021,70699879,590,8.7,Diesel,Manual,321,48680000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2013,49261132,512,7.8,Diesel,Manual,263,32660000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2019,48067529,578,7.6,Diesel,Automatic,270,31560000.0,Second Owner,Imported
Rolls-Royce,Ghost,2019,63633167,609,7.4,Hybrid,Automatic,240,41690000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2014,54445615,518,7.1,Petrol,Automatic,329,27360000.0,Second Owner,
Rolls-Royce,Ghost,2022,27735111,570,6.7,Hybrid,Manual,326,16110000.0,First Owner,Imported
Rolls-Royce,Ghost,2018,71320617,540,7.5,Petrol,Automatic,232,49600000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2021,36729549,641,8.4,Petrol,Manual,308,24540000.0,First Owner,Single owner
Rolls-Royce,Ghost,2021,62180086,547,8.1,Diesel,Automatic,306,36810000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2016,34513817,607,7.9,Diesel,Automatic,247,21220000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2021,79008232,608,8.0,Petrol,Automatic,299,47720000.0,Second Owner,
Rolls-Royce,Ghost,2012,66794457,519,8.9,Diesel,Automatic,225,45560000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2012,73639266,549,7.8,Diesel,Automatic,239,45700000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2020,77743944,513,8.1,Diesel,Manual,326,49870000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2017,56526970,584,8.8,Diesel,Manual,263,26510000.0,First Owner,Imported
Rolls-Royce,Ghost,2017,31075619,571,8.9,Petrol,Manual,253,19370000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2015,61199961,593,8.2,Petrol,Manual,259,36380000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2019,45112315,625,8.8,Diesel,Automatic,222,23710000.0,First Owner,Imported
Rolls-Royce,Ghost,2020,68533752,626,6.9,Petrol,Manual,256,41360000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2018,43505262,598,8.1,Petrol,Automatic,301,24690000.0,Second Owner,Imported
Rolls-Royce,Ghost,2013,42708742,600,8.9,Petrol,Manual,225,25200000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2011,50800298,627,8.2,Petrol,Automatic,318,30140000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2011,34617638,516,6.3,Hybrid,Manual,289,22480000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2018,25344453,554,6.3,Petrol,Manual,277,14920000.0,Third Owner,
Rolls-Royce,Ghost,2021,72897532,567,6.1,Petrol,Manual,235,39100000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2012,75621680,503,8.8,Hybrid,Manual,265,45230000.0,Third Owner,Imported
Rolls-Royce,Ghost,2018,66832501,624,8.3,Hybrid,Manual,265,28170000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2013,73811216,604,6.4,Petrol,Manual,234,46260000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2014,29416580,579,6.3,Hybrid,Automatic,297,18860000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2013,70724897,637,8.5,Diesel,Manual,300,34830000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2010,59246048,595,6.5,Diesel,Automatic,243,25430000.0,First Owner,Imported
Rolls-Royce,Ghost,2011,75871060,592,7.7,Petrol,Manual,277,34820000.0,Second Owner,Imported
Rolls-Royce,Ghost,2017,76625709,561,7.2,Hybrid,Manual,231,47730000.0,Third Owner,
Rolls-Royce,Ghost,2023,60309725,598,7.5,Diesel,Automatic,298,34650000.0,First Owner,Imported
Rolls-Royce,Ghost,2010,47224491,546,7.9,Hybrid,Manual,302,29390000.0,First Owner,Single owner
Rolls-Royce,Ghost,2023,75359616,553,8.0,Petrol,Automatic,267,46820000.0,First Owner,
Rolls-Royce,Ghost,2021,35330934,631,7.0,Diesel,Automatic,230,17510000.0,Third Owner,
Rolls-Royce,Ghost,2014,73751947,633,8.5,Petrol,Manual,223,49580000.0,First Owner,Imported
Rolls-Royce,Ghost,2010,52956947,567,6.4,Petrol,Automatic,267,24420000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2017,26048570,532,8.4,Petrol,Manual,231,14840000.0,First Owner,Imported
Rolls-Royce,Ghost,2013,41375458,617,7.3,Petrol,Automatic,325,28090000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2018,79495356,520,7.9,Diesel,Manual,275,45970000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2021,30634872,512,6.0,Petrol,Manual,251,20340000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2017,26410676,584,9.0,Hybrid,Automatic,299,16470000.0,Third Owner,Imported
Rolls-Royce,Ghost,2011,49588295,563,6.4,Hybrid,Automatic,242,19840000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2011,34892527,590,6.7,Diesel,Automatic,260,20740000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2013,46853182,602,7.5,Hybrid,Manual,251,30310000.0,Third Owner,Imported
Rolls-Royce,Ghost,2015,51751003,641,8.2,Diesel,Manual,271,29890000.0,First Owner,Imported
Rolls-Royce,Ghost,2010,74264065,575,6.2,Diesel,Manual,225,48990000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2011,51939875,523,8.3,Petrol,Automatic,234,23680000.0,First Owner,Imported
Rolls-Royce,Ghost,2010,50186848,538,7.1,Petrol,Manual,302,30120000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2020,60348451,594,6.7,Petrol,Automatic,328,24910000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2014,52809201,611,8.3,Hybrid,Automatic,269,22940000.0,Second Owner,Imported
Rolls-Royce,Ghost,2019,38156372,643,6.7,Hybrid,Manual,254,25350000.0,First Owner,Imported
Rolls-Royce,Ghost,2016,55887790,628,8.6,Diesel,Manual,308,35260000.0,Second Owner,Imported
Rolls-Royce,Ghost,2022,73257938,606,7.4,Hybrid,Manual,282,32310000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2020,55629628,526,7.1,Hybrid,Manual,237,28440000.0,Second Owner,Imported
Rolls-Royce,Ghost,2014,56520307,628,8.0,Diesel,Manual,286,25840000.0,Second Owner,Imported
Rolls-Royce,Ghost,2010,75912710,533,7.9,Diesel,Manual,232,41870000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2023,74795847,517,7.2,Petrol,Manual,273,34840000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2018,60304470,617,8.1,Diesel,Manual,324,41830000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2020,45610986,614,6.8,Hybrid,Automatic,255,20520000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2017,50818564,625,6.5,Hybrid,Manual,274,26180000.0,First Owner,
Rolls-Royce,Ghost,2011,76202460,517,6.0,Petrol,Automatic,237,38220000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2020,57237912,582,8.7,Diesel,Automatic,223,28780000.0,Second Owner,
Rolls-Royce,Ghost,2013,36302142,644,6.8,Diesel,Manual,310,18320000.0,First Owner,Single owner
Rolls-Royce,Ghost,2010,66055361,581,6.6,Hybrid,Manual,271,32580000.0,First Owner,
Rolls-Royce,Ghost,2011,43803417,526,8.4,Petrol,Manual,282,18300000.0,Third Owner,Imported
Rolls-Royce,Ghost,2018,75164427,638,6.2,Hybrid,Manual,249,31690000.0,First Owner,Imported
Rolls-Royce,Ghost,2019,50062018,526,7.0,Diesel,Automatic,328,24920000.0,First Owner,
Rolls-Royce,Ghost,2012,41303998,586,7.6,Hybrid,Automatic,303,28890000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2010,31472212,598,7.4,Diesel,Automatic,304,19690000.0,Third Owner,
Rolls-Royce,Ghost,2023,62116014,541,7.9,Hybrid,Automatic,286,40430000.0,Third Owner,Imported
Rolls-Royce,Ghost,2016,72638783,648,7.4,Hybrid,Manual,246,43920000.0,First Owner,Single owner
Rolls-Royce,Ghost,2010,71165852,517,6.5,Hybrid,Manual,269,32440000.0,Third Owner,Imported
Rolls-Royce,Ghost,2017,72286566,509,6.8,Petrol,Automatic,239,41590000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2015,27153624,586,6.4,Hybrid,Automatic,259,16330000.0,First Owner,Imported
Rolls-Royce,Ghost,2021,70090543,644,6.1,Petrol,Automatic,280,48510000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2014,46088889,518,6.7,Hybrid,Automatic,222,19330000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2023,46561705,552,7.7,Petrol,Manual,256,23190000.0,First Owner,Imported
Rolls-Royce,Ghost,2014,71217915,621,6.1,Petrol,Automatic,305,45630000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2015,78549152,646,6.5,Hybrid,Automatic,266,37550000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2014,34798962,510,8.9,Diesel,Manual,245,17670000.0,First Owner,
Rolls-Royce,Ghost,2020,44259794,581,8.9,Petrol,Automatic,295,19980000.0,First Owner,Imported
Rolls-Royce,Ghost,2015,77628878,503,6.7,Diesel,Manual,222,38490000.0,First Owner,Single owner
Rolls-Royce,Ghost,2020,70668552,603,7.5,Hybrid,Manual,286,37130000.0,Third Owner,Imported
Rolls-Royce,Ghost,2018,30747950,506,7.9,Petrol,Manual,327,13750000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2013,55865330,582,8.7,Diesel,Automatic,318,38870000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2010,53462917,608,7.5,Petrol,Automatic,244,33060000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2018,29021432,553,8.1,Petrol,Manual,324,16640000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2018,74139036,502,6.0,Petrol,Automatic,279,39310000.0,Second Owner,Imported
Rolls-Royce,Ghost,2013,73946911,524,8.2,Hybrid,Automatic,303,42420000.0,First Owner,
Rolls-Royce,Ghost,2019,68473322,585,8.6,Hybrid,Manual,233,33930000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2019,63725588,554,8.7,Diesel,Automatic,270,28350000.0,Third Owner,Imported
Rolls-Royce,Ghost,2023,52196599,611,6.9,Petrol,Automatic,318,29230000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2015,44658827,568,6.6,Hybrid,Automatic,273,22520000.0,Third Owner,
Rolls-Royce,Ghost,2013,79302649,570,8.7,Petrol,Automatic,276,42510000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2013,62563794,599,8.0,Diesel,Manual,240,35250000.0,First Owner,
Rolls-Royce,Ghost,2010,29371653,515,6.5,Diesel,Manual,273,20090000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2010,66598686,553,7.4,Diesel,Manual,286,41330000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2021,33790791,594,8.3,Diesel,Manual,310,18800000.0,Second Owner,Imported
Rolls-Royce,Ghost,2012,31950735,574,8.5,Petrol,Automatic,246,13570000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2018,38307105,593,7.1,Diesel,Manual,242,19720000.0,Third Owner,
Rolls-Royce,Ghost,2013,51715649,529,7.1,Hybrid,Automatic,286,33380000.0,First Owner,Imported
Rolls-Royce,Ghost,2021,31438767,575,8.7,Petrol,Automatic,253,21890000.0,Second Owner,Imported
Rolls-Royce,Ghost,2018,69999947,584,8.9,Petrol,Automatic,322,47810000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2011,58973291,526,8.3,Petrol,Automatic,325,26920000.0,Third Owner,
Rolls-Royce,Ghost,2019,28470954,587,6.3,Petrol,Manual,293,18850000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2018,53378241,600,6.0,Hybrid,Automatic,247,27040000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2011,46786991,506,6.3,Hybrid,Manual,257,23020000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2019,71719122,622,8.7,Petrol,Automatic,223,34830000.0,Second Owner,
Rolls-Royce,Ghost,2019,46632154,523,8.7,Petrol,Automatic,310,27860000.0,Second Owner,Imported
Rolls-Royce,Ghost,2023,53245287,553,7.2,Petrol,Automatic,267,32180000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2012,76718229,561,7.7,Petrol,Automatic,320,48990000.0,First Owner,Luxury edition
